major (origin),major2 (disambiguated),ID
新闻学（卓越人才实验班）,新闻传播学,503
新闻学（国际新闻）,新闻传播学,503
新闻学（国家贫困专项）,新闻传播学,503
新闻学（单列）,新闻传播学,503
新闻学(法制新闻）,新闻传播学,503
新闻学（法制新闻）,新闻传播学,503
新闻学（经济新闻方向）,新闻传播学,503
新闻学（理工）,新闻传播学,503
新闻学（厦门大学马来西亚分校）,新闻传播学,503
新闻学（普通类）,新闻传播学,503
新闻学（蒙授）,新闻传播学,503
新闻学(数据新闻报道方向),新闻传播学,503
新能源材料与器件,农业工程,828
新能源科学与工程,农业工程,828
新能源科学与工程（厦门大学马来西亚分校）,农业工程,828
意大利语,外国语言文学,502
粮食工程,食品科学与工程,832
数字媒体艺术,新闻传播学,503
数字媒体技术,新闻传播学,503
数字媒体技术 ,新闻传播学,503
数字媒体技术（中外合作办学 中爱）,新闻传播学,503
数字媒体技术（中外合作办学）,新闻传播学,503
数字媒体技术（厦门大学马来西亚分校）,新闻传播学,503
数字媒体技术（游戏设计技术方向）,新闻传播学,503
数字媒体技术(游戏设计技术方向),新闻传播学,503
数学,数学,701
数学与应用数学,数学,701
数学与应用数学（与金融学复合）,数学,701
数学与应用数学（公费师范）,数学,701
数学与应用数学（双语类）,数学,701
数学与应用数学(师范),数学,701
数学与应用数学（师范）,数学,701
数学与应用数学(师范类),数学,701
数学与应用数学（免费师范）,数学,701
数学与应用数学(英才班),数学,701
数学与应用数学（金融数学方向）,数学,701
数学与应用数学（单列）,数学,701
数学与应用数学（单列类）,数学,701
数学与应用数学(南单理）,数学,701
数学与应用数学（信息英才班）,数学,701
数学与应用数学(信息英才班),数学,701
数学与应用数学（预科）,数学,701
数学与应用数学（基地班）,数学,701
数学与应用数学(基地班),数学,701
数学与应用数学（基础学科拔尖人才培养实验班）,数学,701
数学与应用数学（厦门大学马来西亚分校）,数学,701
数学与应用数学（普通类）,数学,701
数学与应用数学（数学与经济学双学位班）,数学,701
数学与应用数学（数学经济创新班）,数学,701
数学与应用数学(数学经济创新班),数学,701
数学和应用数学,数学,701
数学类,数学,701
数学类 ,数学,701
数学类(含数学与应用数学(基地班)、信息与计算科学),数学,701
数学类(含数学与应用数学、信息与计算科学专业),数学,701
数学类（应用数学与统计）,数学,701
数学类(应用数学与统计),数学,701
数学类(茅以升学院),数学,701
数学类（金融数学）,数学,701
数学类（信息与计算科学、数学与应用数学）,数学,701
数学类(信息与计算科学、数学与应用数学),数学,701
数学类（数学与应用数学(与金融学复合)、信息与计算科学、数学与应用,数学,701
数学类(数学与应用数学、信息与计算科学),数学,701
数学类(数学与应用数学、信息与计算科学) ,数学,701
数学类(数学与应用数学、信息与计算科学)(含基地班),数学,701
数学类（数学与应用数学、信息与计算科学、统计学、金融数学）,数学,701
数学类（数学与应用数学、统计学）,数学,701
数学类(数理实验班),数学,701
数学菁英班,数学,701
数学菁英班（国家专项）,数学,701
数理基础科学（数理基地，物理学）,数学,701
"数理基础科学（数理基地,数学）",数学,701
数据科学与大数据,计算机科学与技术,812
数据科学与大数据技术,计算机科学与技术,812
数据科学与大数据技术（双语类）,计算机科学与技术,812
数据科学与大数据技术(传媒大数据方向),计算机科学与技术,812
数据科学与大数据技术（单列类）,计算机科学与技术,812
数据科学与大数据技术（普通类）,计算机科学与技术,812
塞尔维亚语,外国语言文学,502
酿酒工程,食品科学与工程,832
舞蹈表演,艺术学,504
舞蹈学,艺术学,504
管理科学,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与 ?工程类,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类  （大数据管理类）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（中外合作）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（中外合作办学）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类(文),"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（文）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类(文史),"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（文科）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（含信息管理与信息系统）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类(含信息管理与信息系统、工程管理、物流管理专业),"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（含信息管理与信息系统专业、管理科学专业<金融工程方向>）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（信息管理与信息系统）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（信息管理与信息系统、工业工程）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（信息管理与信息系统、工业工程、电子商务）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类(信息管理与信息系统、工业工程、电子商务）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（信息管理与信息系统、工业工程、电子商务、物流,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类(信息管理与信息系统、工业工程、电子商务、物流管,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（信息管理与信息系统、工业工程、电子商务、物流管,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（理）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类(理),"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类(理工),"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（管理科学<金融工程方向>,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
管理科学与工程类（管理科学专业<金融工程方向>）,"工商管理;农林经济管理;公共管理;图书馆,情报与档案管理",1202;1203;1204
僧伽罗语,外国语言文学,502
精细化工,化学工程与技术,817
精算学,数学,701
播音与主持艺术,艺术学,504
播音与主持艺术（艺术文）,艺术学,504
播音与主持艺术（艺术理）,艺术学,504
德语,外国语言文学,502
德语 ,外国语言文学,502
德语(师范),外国语言文学,502
德语（国际传播）,外国语言文学,502
德语（经济学）,外国语言文学,502
德语（涉外法商）,外国语言文学,502
德语（商务）,外国语言文学,502
雕塑,艺术学,504
翻译,外国语言文学,502
翻译(双外语),外国语言文学,502
翻译（涉外法商）,外国语言文学,502
