rank,province,category,college
41066,福建,理科,华东政法大学
41898,福建,理科,华东政法大学
54810,福建,理科,华东政法大学
37776,福建,理科,华东政法大学
49040,福建,理科,华东政法大学
41066,福建,理科,华东政法大学
38616,福建,理科,华东政法大学
19945,福建,理科,华东政法大学
39373,福建,理科,华东政法大学
43618,福建,理科,华东政法大学
19429,福建,理科,华东政法大学
21030,福建,理科,华东政法大学
36139,福建,理科,华东政法大学
50008,福建,理科,华东政法大学
19429,福建,理科,华东政法大学
33222,福建,理科,华东政法大学
23287,福建,理科,华东政法大学
25115,福建,理科,华东政法大学
26321,福建,理科,华东政法大学
32477,福建,理科,华东政法大学
39373,福建,理科,华东政法大学
25738,福建,理科,华东政法大学
55771,福建,理科,华东政法大学
35398,福建,理科,华东政法大学
33947,福建,理科,华东政法大学
58832,福建,理科,华东政法大学
38616,福建,理科,华东政法大学
50997,福建,理科,华东政法大学
37776,福建,理科,华东政法大学
43618,福建,理科,华东政法大学
59871,福建,理科,华东政法大学
47198,福建,理科,华东政法大学
46332,福建,理科,华东政法大学
20472,福建,理科,华东政法大学
46332,福建,理科,华东政法大学
55771,福建,理科,华东政法大学
25115,福建,理科,华东政法大学
55771,福建,理科,华东政法大学
28940,福建,理科,华东政法大学
31751,福建,理科,华东政法大学
52958,福建,理科,华东政法大学
29617,福建,理科,华东政法大学
61992,福建,理科,华东政法大学
35398,福建,理科,华东政法大学
56764,福建,理科,华东政法大学
52958,福建,理科,华东政法大学
20472,福建,理科,华东政法大学
36139,福建,理科,华东政法大学
60948,福建,理科,华东政法大学
61992,福建,理科,华东政法大学
33947,福建,理科,华东政法大学
21030,福建,理科,华东政法大学
19945,福建,理科,华东政法大学
47198,福建,理科,华东政法大学
59871,福建,理科,华东政法大学
33222,福建,理科,华东政法大学
22707,福建,理科,华东政法大学
38616,福建,理科,华东政法大学
36982,福建,理科,华东政法大学
33947,福建,理科,华东政法大学
29617,福建,理科,华东政法大学
41066,福建,理科,华东政法大学
58832,福建,理科,华东政法大学
48104,福建,理科,华东政法大学
54810,福建,理科,华东政法大学
35398,福建,理科,华东政法大学
36139,福建,理科,华东政法大学
49040,福建,理科,华东政法大学
29617,福建,理科,华东政法大学
27645,福建,理科,华东政法大学
20472,福建,理科,华东政法大学
38616,福建,理科,华东政法大学
45373,福建,理科,华东政法大学
22707,福建,理科,华东政法大学
37776,福建,理科,华东政法大学
41066,福建,理科,华东政法大学
33222,福建,理科,华东政法大学
53890,福建,理科,华东政法大学
58832,福建,理科,华东政法大学
20472,福建,理科,华东政法大学
57764,福建,理科,华东政法大学
44499,福建,理科,华东政法大学
36982,福建,理科,华东政法大学
60948,福建,理科,华东政法大学
45373,福建,理科,华东政法大学
25738,福建,理科,华东政法大学
36982,福建,理科,华东政法大学
28940,福建,理科,华东政法大学
28267,福建,理科,华东政法大学
44499,福建,理科,华东政法大学
29617,福建,理科,华东政法大学
61992,福建,理科,华东政法大学
22707,福建,理科,华东政法大学
41898,福建,理科,华东政法大学
48104,福建,理科,华东政法大学
26321,福建,理科,华东政法大学
26321,福建,理科,华东政法大学
33947,福建,理科,华东政法大学
31055,福建,理科,华东政法大学
60948,福建,理科,华东政法大学
45373,福建,理科,华东政法大学
41066,福建,理科,华东政法大学
43618,福建,理科,华东政法大学
33222,福建,理科,华东政法大学
25115,福建,理科,华东政法大学
42781,福建,理科,华东政法大学
33947,福建,理科,华东政法大学
26321,福建,理科,华东政法大学
48104,福建,理科,华东政法大学
41066,福建,理科,华东政法大学
21585,福建,理科,华东政法大学
44499,福建,理科,华东政法大学
33222,福建,理科,华东政法大学
34642,福建,理科,华东政法大学
31055,福建,理科,华东政法大学
34642,福建,理科,华东政法大学
20472,福建,理科,华东政法大学
33222,福建,理科,华东政法大学
22155,福建,理科,华东政法大学
22707,福建,理科,华东政法大学
50997,福建,理科,华东政法大学
44499,福建,理科,华东政法大学
36982,福建,理科,华东政法大学
32477,福建,理科,华东政法大学
55771,福建,理科,华东政法大学
25738,福建,理科,华东政法大学
55771,福建,理科,华东政法大学
19429,福建,理科,华东政法大学
45373,福建,理科,华东政法大学
47198,福建,理科,华东政法大学
27001,福建,理科,华东政法大学
28267,福建,理科,华东政法大学
61992,福建,理科,华东政法大学
28940,福建,理科,华东政法大学
20472,福建,理科,华东政法大学
56764,福建,理科,华东政法大学
43618,福建,理科,华东政法大学
41898,福建,理科,华东政法大学
44499,福建,理科,华东政法大学
51955,福建,理科,华东政法大学
46332,福建,理科,华东政法大学
23287,福建,理科,华东政法大学
55771,福建,理科,华东政法大学
26321,福建,理科,华东政法大学
22707,福建,理科,华东政法大学
42781,福建,理科,华东政法大学
36982,福建,理科,华东政法大学
28940,福建,理科,华东政法大学
30373,福建,理科,华东政法大学
34642,福建,理科,华东政法大学
21030,福建,理科,华东政法大学
33222,福建,理科,华东政法大学
33947,福建,理科,华东政法大学
20472,福建,理科,华东政法大学
55771,福建,理科,华东政法大学
29617,福建,理科,华东政法大学
44499,福建,理科,华东政法大学
33222,福建,理科,华东政法大学
23287,福建,理科,华东政法大学
58832,福建,理科,华东政法大学
45373,福建,理科,华东政法大学
41898,福建,理科,华东政法大学
26321,福建,理科,华东政法大学
27645,福建,理科,华东政法大学
37776,福建,理科,华东政法大学
54810,福建,理科,华东政法大学
34642,福建,理科,华东政法大学
31751,福建,理科,华东政法大学
25115,福建,理科,华东政法大学
52958,福建,理科,华东政法大学
48104,福建,理科,华东政法大学
31055,福建,理科,华东政法大学
41066,福建,理科,华东政法大学
27645,福建,理科,华东政法大学
49040,福建,理科,华东政法大学
61992,福建,理科,华东政法大学
31751,福建,理科,华东政法大学
37776,福建,理科,华东政法大学
49040,福建,理科,华东政法大学
46332,福建,理科,华东政法大学
55771,福建,理科,华东政法大学
51955,福建,理科,华东政法大学
50997,福建,理科,华东政法大学
59871,福建,理科,华东政法大学
27001,福建,理科,华东政法大学
19429,福建,理科,华东政法大学
52958,福建,理科,华东政法大学
21585,福建,理科,华东政法大学
39373,福建,理科,华东政法大学
36982,福建,理科,华东政法大学
40216,福建,理科,华东政法大学
30373,福建,理科,华东政法大学
19945,福建,理科,华东政法大学
47198,福建,理科,华东政法大学
42781,福建,理科,华东政法大学
21585,福建,理科,华东政法大学
36139,福建,理科,华东政法大学
21585,福建,理科,华东政法大学
28940,福建,理科,华东政法大学
51955,福建,理科,华东政法大学
38616,福建,理科,华东政法大学
36982,福建,理科,华东政法大学
27645,福建,理科,华东政法大学
21030,福建,理科,华东政法大学
61992,福建,理科,华东政法大学
23287,福建,理科,华东政法大学
40216,福建,理科,华东政法大学
39373,福建,理科,华东政法大学
22707,福建,理科,华东政法大学
21585,福建,理科,华东政法大学
27645,福建,理科,华东政法大学
33222,福建,理科,华东政法大学
54810,福建,理科,华东政法大学
44499,福建,理科,华东政法大学
34642,福建,理科,华东政法大学
28940,福建,理科,华东政法大学
47198,福建,理科,华东政法大学
23903,福建,理科,华东政法大学
47198,福建,理科,华东政法大学
19429,福建,理科,华东政法大学
31751,福建,理科,华东政法大学
23903,福建,理科,华东政法大学
58832,福建,理科,华东政法大学
27001,福建,理科,华东政法大学
22707,福建,理科,华东政法大学
27645,福建,理科,华东政法大学
52958,福建,理科,华东政法大学
48104,福建,理科,华东政法大学
60948,福建,理科,华东政法大学
57764,福建,理科,华东政法大学
38616,福建,理科,华东政法大学
48104,福建,理科,华东政法大学
27645,福建,理科,华东政法大学
25115,福建,理科,华东政法大学
40216,福建,理科,华东政法大学
60948,福建,理科,华东政法大学
37776,福建,理科,华东政法大学
38616,福建,理科,华东政法大学
37776,福建,理科,华东政法大学
22707,福建,理科,华东政法大学
47198,福建,理科,华东政法大学
45373,福建,理科,华东政法大学
41898,福建,理科,华东政法大学
43618,福建,理科,华东政法大学
56764,福建,理科,华东政法大学
38616,福建,理科,华东政法大学
55771,福建,理科,华东政法大学
49040,福建,理科,华东政法大学
45373,福建,理科,华东政法大学
22155,福建,理科,华东政法大学
61992,福建,理科,华东政法大学
47198,福建,理科,华东政法大学
23903,福建,理科,华东政法大学
40216,福建,理科,华东政法大学
25115,福建,理科,华东政法大学
55771,福建,理科,华东政法大学
60948,福建,理科,华东政法大学
37776,福建,理科,华东政法大学
20472,福建,理科,华东政法大学
35398,福建,理科,华东政法大学
38616,福建,理科,华东政法大学
50008,福建,理科,华东政法大学
33947,福建,理科,华东政法大学
60948,福建,理科,华东政法大学
57764,福建,理科,华东政法大学
25738,福建,理科,华东政法大学
21030,福建,理科,华东政法大学
26321,福建,理科,华东政法大学
59871,福建,理科,华东政法大学
24496,福建,理科,华东政法大学
48104,福建,理科,华东政法大学
27645,福建,理科,华东政法大学
56764,福建,理科,华东政法大学
28267,福建,理科,华东政法大学
32477,福建,理科,华东政法大学
35398,福建,理科,华东政法大学
34642,福建,理科,华东政法大学
33947,福建,理科,华东政法大学
27645,福建,理科,华东政法大学
30373,福建,理科,华东政法大学
35398,福建,理科,华东政法大学
25738,福建,理科,华东政法大学
24496,福建,理科,华东政法大学
25115,福建,理科,华东政法大学
40216,福建,理科,华东政法大学
30373,福建,理科,华东政法大学
20472,福建,理科,华东政法大学
28267,福建,理科,华东政法大学
35398,福建,理科,华东政法大学
36139,福建,理科,华东政法大学
41898,福建,理科,华东政法大学
25115,福建,理科,华东政法大学
32477,福建,理科,华东政法大学
43618,福建,理科,华东政法大学
25115,福建,理科,华东政法大学
38616,福建,理科,华东政法大学
31055,福建,理科,华东政法大学
57764,福建,理科,华东政法大学
33222,福建,理科,华东政法大学
27001,福建,理科,华东政法大学
29617,福建,理科,华东政法大学
28267,福建,理科,华东政法大学
23287,福建,理科,华东政法大学
25738,福建,理科,华东政法大学
27645,福建,理科,华东政法大学
38616,福建,理科,华东政法大学
46332,福建,理科,华东政法大学
58832,福建,理科,华东政法大学
37776,福建,理科,华东政法大学
27001,福建,理科,华东政法大学
24496,福建,理科,华东政法大学
25738,福建,理科,华东政法大学
51955,福建,理科,华东政法大学
23287,福建,理科,华东政法大学
54810,福建,理科,华东政法大学
28267,福建,理科,华东政法大学
50997,福建,理科,华东政法大学
33947,福建,理科,华东政法大学
58832,福建,理科,华东政法大学
57764,福建,理科,华东政法大学
21585,福建,理科,华东政法大学
26321,福建,理科,华东政法大学
41066,福建,理科,华东政法大学
31751,福建,理科,华东政法大学
25115,福建,理科,华东政法大学
30373,福建,理科,华东政法大学
25115,福建,理科,华东政法大学
29617,福建,理科,华东政法大学
22707,福建,理科,华东政法大学
27001,福建,理科,华东政法大学
47198,福建,理科,华东政法大学
27001,福建,理科,华东政法大学
43618,福建,理科,华东政法大学
41066,福建,理科,华东政法大学
61992,福建,理科,华东政法大学
60948,福建,理科,华东政法大学
22707,福建,理科,华东政法大学
28940,福建,理科,华东政法大学
22707,福建,理科,华东政法大学
27001,福建,理科,华东政法大学
25115,福建,理科,华东政法大学
50997,福建,理科,华东政法大学
54810,福建,理科,华东政法大学
42781,福建,理科,华东政法大学
28940,福建,理科,华东政法大学
26321,福建,理科,华东政法大学
57764,福建,理科,华东政法大学
57764,福建,理科,华东政法大学
48104,福建,理科,华东政法大学
49040,福建,理科,华东政法大学
44499,福建,理科,华东政法大学
31055,福建,理科,华东政法大学
54810,福建,理科,华东政法大学
54810,福建,理科,华东政法大学
29617,福建,理科,华东政法大学
42781,福建,理科,华东政法大学
39373,福建,理科,华东政法大学
48104,福建,理科,华东政法大学
48104,福建,理科,华东政法大学
27001,福建,理科,华东政法大学
53890,福建,理科,华东政法大学
41898,福建,理科,华东政法大学
31751,福建,理科,华东政法大学
40216,福建,理科,华东政法大学
28940,福建,理科,华东政法大学
22155,福建,理科,华东政法大学
45373,福建,理科,华东政法大学
47198,福建,理科,华东政法大学
26321,福建,理科,华东政法大学
33222,福建,理科,华东政法大学
45373,福建,理科,华东政法大学
23287,福建,理科,华东政法大学
59871,福建,理科,华东政法大学
30373,福建,理科,华东政法大学
46332,福建,理科,华东政法大学
43618,福建,理科,华东政法大学
23287,福建,理科,华东政法大学
52958,福建,理科,华东政法大学
36982,福建,理科,华东政法大学
28267,福建,理科,华东政法大学
31751,福建,理科,华东政法大学
60948,福建,理科,华东政法大学
22707,福建,理科,华东政法大学
55771,福建,理科,华东政法大学
28267,福建,理科,华东政法大学
53890,福建,理科,华东政法大学
32477,福建,理科,华东政法大学
24496,福建,理科,华东政法大学
23903,福建,理科,华东政法大学
54810,福建,理科,华东政法大学
56764,福建,理科,华东政法大学
55771,福建,理科,华东政法大学
43618,福建,理科,华东政法大学
42781,福建,理科,华东政法大学
19945,福建,理科,华东政法大学
50997,福建,理科,华东政法大学
58832,福建,理科,华东政法大学
19945,福建,理科,华东政法大学
52958,福建,理科,华东政法大学
21030,福建,理科,华东政法大学
42781,福建,理科,华东政法大学
53890,福建,理科,华东政法大学
47198,福建,理科,华东政法大学
31751,福建,理科,华东政法大学
41066,福建,理科,华东政法大学
22155,福建,理科,华东政法大学
41066,福建,理科,华东政法大学
43618,福建,理科,华东政法大学
52958,福建,理科,华东政法大学
36982,福建,理科,华东政法大学
45373,福建,理科,华东政法大学
52958,福建,理科,华东政法大学
19945,福建,理科,华东政法大学
40216,福建,理科,华东政法大学
37776,福建,理科,华东政法大学
56764,福建,理科,华东政法大学
40216,福建,理科,华东政法大学
22155,福建,理科,华东政法大学
53890,福建,理科,华东政法大学
28267,福建,理科,华东政法大学
20472,福建,理科,华东政法大学
19429,福建,理科,华东政法大学
27645,福建,理科,华东政法大学
28940,福建,理科,华东政法大学
27001,福建,理科,华东政法大学
25115,福建,理科,华东政法大学
20472,福建,理科,华东政法大学
53890,福建,理科,华东政法大学
61992,福建,理科,华东政法大学
39373,福建,理科,华东政法大学
49040,福建,理科,华东政法大学
58832,福建,理科,华东政法大学
19945,福建,理科,华东政法大学
37776,福建,理科,华东政法大学
22155,福建,理科,华东政法大学
37776,福建,理科,华东政法大学
55771,福建,理科,华东政法大学
34642,福建,理科,华东政法大学
54810,福建,理科,华东政法大学
42781,福建,理科,华东政法大学
33947,福建,理科,华东政法大学
57764,福建,理科,华东政法大学
24496,福建,理科,华东政法大学
21030,福建,理科,华东政法大学
33222,福建,理科,华东政法大学
24496,福建,理科,华东政法大学
36982,福建,理科,华东政法大学
52958,福建,理科,华东政法大学
34642,福建,理科,华东政法大学
39373,福建,理科,华东政法大学
26321,福建,理科,华东政法大学
24496,福建,理科,华东政法大学
55771,福建,理科,华东政法大学
47198,福建,理科,华东政法大学
31751,福建,理科,华东政法大学
21585,福建,理科,华东政法大学
55771,福建,理科,华东政法大学
27645,福建,理科,华东政法大学
30373,福建,理科,华东政法大学
19429,福建,理科,华东政法大学
50997,福建,理科,华东政法大学
40216,福建,理科,华东政法大学
35398,福建,理科,华东政法大学
21585,福建,理科,华东政法大学
24496,福建,理科,华东政法大学
19945,福建,理科,华东政法大学
53890,福建,理科,华东政法大学
59871,福建,理科,华东政法大学
27001,福建,理科,华东政法大学
36139,福建,理科,华东政法大学
51955,福建,理科,华东政法大学
36982,福建,理科,华东政法大学
27645,福建,理科,华东政法大学
32477,福建,理科,华东政法大学
27645,福建,理科,华东政法大学
36139,福建,理科,华东政法大学
22707,福建,理科,华东政法大学
60948,福建,理科,华东政法大学
19945,福建,理科,华东政法大学
33222,福建,理科,华东政法大学
26321,福建,理科,华东政法大学
27001,福建,理科,华东政法大学
59871,福建,理科,华东政法大学
30373,福建,理科,华东政法大学
59871,福建,理科,华东政法大学
34642,福建,理科,华东政法大学
26321,福建,理科,华东政法大学
46332,福建,理科,华东政法大学
49040,福建,理科,华东政法大学
47198,福建,理科,华东政法大学
41066,福建,理科,华东政法大学
28940,福建,理科,华东政法大学
42781,福建,理科,华东政法大学
29617,福建,理科,华东政法大学
22155,福建,理科,华东政法大学
34642,福建,理科,华东政法大学
21585,福建,理科,华东政法大学
60948,福建,理科,华东政法大学
50997,福建,理科,华东政法大学
33947,福建,理科,华东政法大学
42781,福建,理科,华东政法大学
40216,福建,理科,华东政法大学
52958,福建,理科,华东政法大学
37776,福建,理科,华东政法大学
32477,福建,理科,华东政法大学
23287,福建,理科,华东政法大学
34642,福建,理科,华东政法大学
51955,福建,理科,华东政法大学
35398,福建,理科,华东政法大学
37776,福建,理科,华东政法大学
28267,福建,理科,华东政法大学
25738,福建,理科,华东政法大学
33947,福建,理科,华东政法大学
28267,福建,理科,华东政法大学
55771,福建,理科,华东政法大学
45373,福建,理科,华东政法大学
57764,福建,理科,华东政法大学
21030,福建,理科,华东政法大学
50997,福建,理科,华东政法大学
41066,福建,理科,华东政法大学
50997,福建,理科,华东政法大学
28940,福建,理科,华东政法大学
37776,福建,理科,华东政法大学
31751,福建,理科,华东政法大学
50008,福建,理科,华东政法大学
26321,福建,理科,华东政法大学
53890,福建,理科,华东政法大学
61992,福建,理科,华东政法大学
26321,福建,理科,华东政法大学
28267,福建,理科,华东政法大学
42781,福建,理科,华东政法大学
24496,福建,理科,华东政法大学
39373,福建,理科,华东政法大学
22155,福建,理科,华东政法大学
21585,福建,理科,华东政法大学
46332,福建,理科,华东政法大学
51955,福建,理科,华东政法大学
25738,福建,理科,华东政法大学
21585,福建,理科,华东政法大学
21030,福建,理科,华东政法大学
31751,福建,理科,华东政法大学
20472,福建,理科,华东政法大学
36982,福建,理科,华东政法大学
49040,福建,理科,华东政法大学
28267,福建,理科,华东政法大学
55771,福建,理科,华东政法大学
31055,福建,理科,华东政法大学
19429,福建,理科,华东政法大学
53890,福建,理科,华东政法大学
22155,福建,理科,华东政法大学
56764,福建,理科,华东政法大学
36982,福建,理科,华东政法大学
47198,福建,理科,华东政法大学
30373,福建,理科,华东政法大学
23903,福建,理科,华东政法大学
50008,福建,理科,华东政法大学
29617,福建,理科,华东政法大学
32477,福建,理科,华东政法大学
22155,福建,理科,华东政法大学
34642,福建,理科,华东政法大学
28267,福建,理科,华东政法大学
42781,福建,理科,华东政法大学
47198,福建,理科,华东政法大学
23287,福建,理科,华东政法大学
50008,福建,理科,华东政法大学
28940,福建,理科,华东政法大学
36982,福建,理科,华东政法大学
58832,福建,理科,华东政法大学
60948,福建,理科,华东政法大学
44499,福建,理科,华东政法大学
58832,福建,理科,华东政法大学
27001,福建,理科,华东政法大学
60948,福建,理科,华东政法大学
31055,福建,理科,华东政法大学
58832,福建,理科,华东政法大学
25115,福建,理科,华东政法大学
35398,福建,理科,华东政法大学
53890,福建,理科,华东政法大学
19429,福建,理科,华东政法大学
19429,福建,理科,华东政法大学
41898,福建,理科,华东政法大学
31751,福建,理科,华东政法大学
19945,福建,理科,华东政法大学
25738,福建,理科,华东政法大学
25738,福建,理科,华东政法大学
55771,福建,理科,华东政法大学
25738,福建,理科,华东政法大学
61992,福建,理科,华东政法大学
60948,福建,理科,华东政法大学
44499,福建,理科,华东政法大学
30373,福建,理科,华东政法大学
27645,福建,理科,华东政法大学
36139,福建,理科,华东政法大学
29617,福建,理科,华东政法大学
36982,福建,理科,华东政法大学
33947,福建,理科,华东政法大学
55771,福建,理科,华东政法大学
27645,福建,理科,华东政法大学
45373,福建,理科,华东政法大学
33947,福建,理科,华东政法大学
34642,福建,理科,华东政法大学
47198,福建,理科,华东政法大学
40216,福建,理科,华东政法大学
60948,福建,理科,华东政法大学
29617,福建,理科,华东政法大学
46332,福建,理科,华东政法大学
28940,福建,理科,华东政法大学
57764,福建,理科,华东政法大学
46332,福建,理科,华东政法大学
34642,福建,理科,华东政法大学
21585,福建,理科,华东政法大学
51955,福建,理科,华东政法大学
59871,福建,理科,华东政法大学
31055,福建,理科,华东政法大学
21030,福建,理科,华东政法大学
52958,福建,理科,华东政法大学
48104,福建,理科,华东政法大学
48104,福建,理科,华东政法大学
38616,福建,理科,华东政法大学
40216,福建,理科,华东政法大学
22707,福建,理科,华东政法大学
49040,福建,理科,华东政法大学
24496,福建,理科,华东政法大学
23287,福建,理科,华东政法大学
43618,福建,理科,华东政法大学
46332,福建,理科,华东政法大学
47198,福建,理科,华东政法大学
52958,福建,理科,华东政法大学
47198,福建,理科,华东政法大学
21585,福建,理科,华东政法大学
50008,福建,理科,华东政法大学
34642,福建,理科,华东政法大学
28940,福建,理科,华东政法大学
49040,福建,理科,华东政法大学
36139,福建,理科,华东政法大学
46332,福建,理科,华东政法大学
33222,福建,理科,华东政法大学
41898,福建,理科,华东政法大学
41066,福建,理科,华东政法大学
51955,福建,理科,华东政法大学
43618,福建,理科,华东政法大学
54810,福建,理科,华东政法大学
45373,福建,理科,华东政法大学
41898,福建,理科,华东政法大学
43618,福建,理科,华东政法大学
42781,福建,理科,华东政法大学
41066,福建,理科,华东政法大学
23287,福建,理科,华东政法大学
25738,福建,理科,华东政法大学
25115,福建,理科,华东政法大学
35398,福建,理科,华东政法大学
25115,福建,理科,华东政法大学
61992,福建,理科,华东政法大学
57764,福建,理科,华东政法大学
24496,福建,理科,华东政法大学
19945,福建,理科,华东政法大学
49040,福建,理科,华东政法大学
57764,福建,理科,华东政法大学
44499,福建,理科,华东政法大学
21030,福建,理科,华东政法大学
19945,福建,理科,华东政法大学
30373,福建,理科,华东政法大学
60948,福建,理科,华东政法大学
30373,福建,理科,华东政法大学
36139,福建,理科,华东政法大学
55771,福建,理科,华东政法大学
49040,福建,理科,华东政法大学
25115,福建,理科,华东政法大学
23903,福建,理科,华东政法大学
50997,福建,理科,华东政法大学
19945,福建,理科,华东政法大学
48104,福建,理科,华东政法大学
54810,福建,理科,华东政法大学
23903,福建,理科,华东政法大学
43618,福建,理科,华东政法大学
53890,福建,理科,华东政法大学
35398,福建,理科,华东政法大学
20472,福建,理科,华东政法大学
44499,福建,理科,华东政法大学
21585,福建,理科,华东政法大学
50008,福建,理科,华东政法大学
19429,福建,理科,华东政法大学
51955,福建,理科,华东政法大学
23287,福建,理科,华东政法大学
38616,福建,理科,华东政法大学
23903,福建,理科,华东政法大学
33947,福建,理科,华东政法大学
43618,福建,理科,华东政法大学
56764,福建,理科,华东政法大学
19429,福建,理科,华东政法大学
21030,福建,理科,华东政法大学
22707,福建,理科,华东政法大学
30373,福建,理科,华东政法大学
43618,福建,理科,华东政法大学
37776,福建,理科,华东政法大学
44499,福建,理科,华东政法大学
22155,福建,理科,华东政法大学
33222,福建,理科,华东政法大学
36982,福建,理科,华东政法大学
51955,福建,理科,华东政法大学
23903,福建,理科,华东政法大学
20472,福建,理科,华东政法大学
21585,福建,理科,华东政法大学
41066,福建,理科,华东政法大学
33947,福建,理科,华东政法大学
54810,福建,理科,华东政法大学
19945,福建,理科,华东政法大学
23287,福建,理科,华东政法大学
43618,福建,理科,华东政法大学
59871,福建,理科,华东政法大学
46332,福建,理科,华东政法大学
28267,福建,理科,华东政法大学
47198,福建,理科,华东政法大学
28267,福建,理科,华东政法大学
24496,福建,理科,华东政法大学
31055,福建,理科,华东政法大学
36139,福建,理科,华东政法大学
43618,福建,理科,华东政法大学
50997,福建,理科,华东政法大学
38616,福建,理科,华东政法大学
55771,福建,理科,华东政法大学
49040,福建,理科,华东政法大学
27645,福建,理科,华东政法大学
23287,福建,理科,华东政法大学
28267,福建,理科,华东政法大学
22707,福建,理科,华东政法大学
43618,福建,理科,华东政法大学
22707,福建,理科,华东政法大学
52958,福建,理科,华东政法大学
21030,福建,理科,华东政法大学
37776,福建,理科,华东政法大学
30373,福建,理科,华东政法大学
41898,福建,理科,华东政法大学
55771,福建,理科,华东政法大学
52958,福建,理科,华东政法大学
37776,福建,理科,华东政法大学
23903,福建,理科,华东政法大学
43618,福建,理科,华东政法大学
53890,福建,理科,华东政法大学
43618,福建,理科,华东政法大学
47198,福建,理科,华东政法大学
53890,福建,理科,华东政法大学
44499,福建,理科,华东政法大学
23287,福建,理科,华东政法大学
28267,福建,理科,华东政法大学
27001,福建,理科,华东政法大学
39373,福建,理科,华东政法大学
28940,福建,理科,华东政法大学
19429,福建,理科,华东政法大学
38616,福建,理科,华东政法大学
54810,福建,理科,华东政法大学
42781,福建,理科,华东政法大学
31751,福建,理科,华东政法大学
20472,福建,理科,华东政法大学
54810,福建,理科,华东政法大学
23903,福建,理科,华东政法大学
23903,福建,理科,华东政法大学
28267,福建,理科,华东政法大学
37776,福建,理科,华东政法大学
57764,福建,理科,华东政法大学
37776,福建,理科,华东政法大学
36982,福建,理科,华东政法大学
25738,福建,理科,华东政法大学
23287,福建,理科,华东政法大学
25738,福建,理科,华东政法大学
61992,福建,理科,华东政法大学
19945,福建,理科,华东政法大学
31055,福建,理科,华东政法大学
59871,福建,理科,华东政法大学
36982,福建,理科,华东政法大学
33222,福建,理科,华东政法大学
49040,福建,理科,华东政法大学
41898,福建,理科,华东政法大学
50008,福建,理科,华东政法大学
32477,福建,理科,华东政法大学
30373,福建,理科,华东政法大学
28267,福建,理科,华东政法大学
19429,福建,理科,华东政法大学
38616,福建,理科,华东政法大学
22155,福建,理科,华东政法大学
48104,福建,理科,华东政法大学
61992,福建,理科,华东政法大学
25738,福建,理科,华东政法大学
61992,福建,理科,华东政法大学
31055,福建,理科,华东政法大学
42781,福建,理科,华东政法大学
59871,福建,理科,华东政法大学
46332,福建,理科,华东政法大学
47198,福建,理科,华东政法大学
23903,福建,理科,华东政法大学
25115,福建,理科,华东政法大学
60948,福建,理科,华东政法大学
42781,福建,理科,华东政法大学
25115,福建,理科,华东政法大学
36139,福建,理科,华东政法大学
36139,福建,理科,华东政法大学
20472,福建,理科,华东政法大学
20472,福建,理科,华东政法大学
31055,福建,理科,华东政法大学
27001,福建,理科,华东政法大学
43618,福建,理科,华东政法大学
47198,福建,理科,华东政法大学
40216,福建,理科,华东政法大学
33222,福建,理科,华东政法大学
40216,福建,理科,华东政法大学
43618,福建,理科,华东政法大学
49040,福建,理科,华东政法大学
51955,福建,理科,华东政法大学
36139,福建,理科,华东政法大学
53890,福建,理科,华东政法大学
32477,福建,理科,华东政法大学
40216,福建,理科,华东政法大学
30373,福建,理科,华东政法大学
41066,福建,理科,华东政法大学
22155,福建,理科,华东政法大学
33947,福建,理科,华东政法大学
44499,福建,理科,华东政法大学
27645,福建,理科,华东政法大学
28940,福建,理科,华东政法大学
27645,福建,理科,华东政法大学
38616,福建,理科,华东政法大学
36982,福建,理科,华东政法大学
33947,福建,理科,华东政法大学
27863,河南,理科,华东政法大学
16897,河南,理科,华东政法大学
23848,河南,理科,华东政法大学
24410,河南,理科,华东政法大学
18740,河南,理科,华东政法大学
23848,河南,理科,华东政法大学
9372,河南,理科,华东政法大学
20716,河南,理科,华东政法大学
21699,河南,理科,华东政法大学
13161,河南,理科,华东政法大学
18265,河南,理科,华东政法大学
9372,河南,理科,华东政法大学
10654,河南,理科,华东政法大学
9098,河南,理科,华东政法大学
9098,河南,理科,华东政法大学
8813,河南,理科,华东政法大学
9687,河南,理科,华东政法大学
9372,河南,理科,华东政法大学
10654,河南,理科,华东政法大学
22210,河南,理科,华东政法大学
15587,河南,理科,华东政法大学
18265,河南,理科,华东政法大学
20716,河南,理科,华东政法大学
27258,河南,理科,华东政法大学
25533,河南,理科,华东政法大学
13161,河南,理科,华东政法大学
13936,河南,理科,华东政法大学
14743,河南,理科,华东政法大学
27863,河南,理科,华东政法大学
8813,河南,理科,华东政法大学
20210,河南,理科,华东政法大学
28512,河南,理科,华东政法大学
10654,河南,理科,华东政法大学
11306,河南,理科,华东政法大学
14743,河南,理科,华东政法大学
21190,河南,理科,华东政法大学
22210,河南,理科,华东政法大学
10654,河南,理科,华东政法大学
21190,河南,理科,华东政法大学
9994,河南,理科,华东政法大学
13161,河南,理科,华东政法大学
18265,河南,理科,华东政法大学
13161,河南,理科,华东政法大学
11306,河南,理科,华东政法大学
10979,河南,理科,华东政法大学
16897,河南,理科,华东政法大学
17781,河南,理科,华东政法大学
21699,河南,理科,华东政法大学
13161,河南,理科,华东政法大学
9687,河南,理科,华东政法大学
25533,河南,理科,华东政法大学
